name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Jilin University,China,ELECTRIC,1,3,75.7,3,64.67,1,133.5,2,71.6,6,42.09,10,84.6,1,300.0,,,0.0,772.0
Shenzhen Technology University,China,ELECTRIC,2,9,63.15,12,54.46,7,118.5,1,75.0,2,48.71,15,74.05,2,292.82,,,0.0,727.0
Wuhan University of Technology,China,ELECTRIC,3,12,60.7,7,60.36,4,125.53,20,23.01,3,47.45,6,99.55,6,242.63,,,0.0,659.0
Xiamen University of Technology,China,ELECTRIC,4,14,60.55,9,56.0,11,95.0,13,41.03,12,32.95,2,124.35,7,242.04,,,0.0,652.0
Hebei University of Technology,China,ELECTRIC,5,13,60.65,15,52.91,9,102.0,16,33.97,10,33.37,8,92.21,4,274.43,,,0.0,650.0
Guilin University of Aerospace Technology,China,ELECTRIC,6,5,72.2,13,53.71,28,73.5,4,59.49,8,37.72,13,77.39,5,250.13,,,0.0,624.0
South China University of Technology,China,ELECTRIC,7,32,49.25,11,54.5,10,99.5,10,45.21,17,12.72,11,79.11,3,277.17,,,0.0,617.0
Guangxi University of Science and Technology,China,ELECTRIC,8,7,69.4,8,58.92,21,80.5,18,29.56,8,37.72,7,97.43,11,220.49,,,0.0,594.0
Guangdong University of Technology,China,ELECTRIC,9,23,55.4,33,43.9,15,88.5,14,38.61,5,42.8,5,100.28,13,193.36,,,0.0,563.0
Harbin Institute of Technology at Weihai,China,ELECTRIC,10,2,75.8,10,55.07,5,122.26,3,66.69,1,50.0,3,121.96,19,50.0,,,0.0,542.0
Changsha University of Science and Technology,China,ELECTRIC,11,33,48.5,4,62.6,20,82.5,23,15.74,14,29.25,20,49.01,9,223.06,,,0.0,511.0
Fuzhou University,China,ELECTRIC,12,36,44.5,35,42.13,12,92.5,10,45.21,11,33.16,17,60.0,14,190.95,,,0.0,508.0
Dalian University of Technology,China,ELECTRIC,13,11,60.95,19,50.21,24,77.0,26,3.5,,,14,76.34,8,240.24,,,0.0,508.0
Yanshan University,China,ELECTRIC,14,25,54.0,5,60.82,23,78.0,15,37.04,,,23,41.22,12,197.38,,,0.0,468.0
Liaoning University of Technology,China,ELECTRIC,15,4,73.0,20,49.41,6,119.0,7,51.39,4,47.2,4,111.97,28,9.0,,,0.0,461.0
Technische Universität Berlin,Germany,ELECTRIC,16,21,55.9,2,71.98,2,131.14,12,41.85,,,1,150.0,31,8.0,,,0.0,459.0
Hubei University of Automotive Technology,China,ELECTRIC,17,1,79.8,17,50.53,14,91.0,5,58.01,13,32.32,9,91.06,28,9.0,,,0.0,412.0
Tongji University,China,ELECTRIC,18,28,51.85,51,36.22,3,129.33,8,50.49,,,,,17,136.19,,,0.0,404.0
Chang,China,ELECTRIC,19,29,51.65,45,38.88,39,65.0,26,3.5,,,28,13.89,10,223.05,,,0.0,396.0
Hebei University of Engineering,China,ELECTRIC,20,24,54.8,30,45.28,40,63.0,26,3.5,,,22,42.94,16,143.38,,,0.0,353.0
Yancheng Institute of Technology,China,ELECTRIC,21,17,58.9,47,38.11,45,55.5,24,9.09,,,30,7.97,15,160.87,,,0.0,330.0
Beijing Institute of Technology,China,ELECTRIC,22,8,63.6,1,75.0,8,116.0,26,3.5,16,15.29,21,45.46,,,,,0.0,319.0
