name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Cornell University,United States,COMBUSTION,1,9,47.96,10,60.95,2,146.0,6,59.94,1,50.0,9,115.25,1,367.28,,,0.0,847.0
University of Texas at Arlington,United States,COMBUSTION,2,17,35.84,3,68.64,1,150.0,25,24.45,3,38.67,1,150.0,2,362.06,,,0.0,830.0
Rochester Institute of Technology,United States,COMBUSTION,3,11,42.11,17,59.64,3,142.0,4,63.96,13,26.74,2,149.42,7,315.33,,,0.0,799.0
University of Cincinnati,United States,COMBUSTION,4,1,98.05,5,66.46,7,125.0,11,49.17,9,29.52,14,96.68,5,330.54,,,0.0,795.0
The University of Akron,United States,COMBUSTION,5,4,68.37,43,49.21,21,105.0,5,60.44,6,34.26,10,102.63,4,337.3,,,0.0,757.0
The Ohio State University,United States,COMBUSTION,6,44,7.83,8,63.27,7,125.0,26,22.11,15,25.25,4,133.62,3,348.47,,,0.0,726.0
University of Minnesota Twin Cities,United States,COMBUSTION,7,2,92.68,28,55.74,52,65.0,9,50.11,8,32.12,16,78.88,6,322.85,,,0.0,697.0
University of Waterloo,Canada,COMBUSTION,8,20,31.68,15,60.25,4,138.0,21,33.44,12,26.99,13,100.44,9,288.51,,,0.0,679.0
University of Toledo,United States,COMBUSTION,9,5,67.01,39,50.91,24,100.0,34,11.56,6,34.26,17,75.28,8,309.59,,,0.0,649.0
Michigan State University,United States,COMBUSTION,10,25,24.7,2,69.77,15,110.0,32,13.55,10,28.75,12,101.29,12,248.13,,,0.0,596.0
Dartmouth College,United States,COMBUSTION,11,7,56.11,12,60.51,30,85.0,18,37.75,11,27.49,29,48.49,11,262.53,,,0.0,578.0
University of Illinois at Urbana-Champaign,United States,COMBUSTION,12,15,38.35,23,57.86,42,75.0,20,33.95,,,22,65.52,10,285.3,,,0.0,556.0
